numfiles,class,method,line,instruction,branch,exceptions,input
1,0.05154639175257732,0.029474917040796408,0.03522887178213724,0.07843319759550126,0.02855215137853835,0,file000001_2603_23_6407685864935587195.css
2,0.05154639175257732,0.029474917040796408,0.03656982037910769,0.08001551289509405,0.03149630447449934,0,file000002_6259_29_7886997439341789055.css
3,0.05522827687776141,0.031914893617021274,0.041768065557486966,0.08615474112856311,0.03858067286165547,0,file000003_3509_29_11143530855850190341.css
4,0.05522827687776141,0.031914893617021274,0.04228126810694479,0.08653092883459376,0.03922470635139694,0,file000004_3386_23_1402749475706543706.css
5,0.05522827687776141,0.031914893617021274,0.042628921446900093,0.08687996897420981,0.03983807157972215,0,file000005_4000_29_3765502908650466818.css
6,0.05743740795287187,0.03386687487800117,0.04557569737604503,0.09003296490207485,0.04299690250559696,0,file000006_4959_29_1857691993014854726.css
7,0.05743740795287187,0.03386687487800117,0.04570813674364705,0.09022299786697692,0.04333425338117582,0,file000007_1690_29_18123290035268176023.css
8,0.05743740795287187,0.03396447394105016,0.0460723450045526,0.0905099864262168,0.043548931211089645,0,file000008_1836_28_9120918230401688520.css
9,0.05743740795287187,0.03396447394105016,0.04640344342355765,0.09093659104130308,0.04428496948507989,0,file000009_6785_29_15669251992503073315.css
10,0.05743740795287187,0.03396447394105016,0.04640344342355765,0.09093659104130308,0.044315637746496155,0,file000010_5334_29_17790175636428532274.css
11,0.05743740795287187,0.03396447394105016,0.046949755814915985,0.09158425441147955,0.04538902689606526,0,file000011_4364_28_11448744149898712741.css
12,0.05743740795287187,0.03396447394105016,0.047082195182518,0.09171999224355246,0.045603704725979084,0,file000012_2626_29_7040666506825642716.css
13,0.05743740795287187,0.034062073004099164,0.04948265872030461,0.09463253829745977,0.05081730916674334,0,file000013_6846_29_9807661154132864280.css
14,0.05743740795287187,0.034062073004099164,0.04951576856220512,0.09465192941632732,0.0508479774281596,0,file000014_6789_29_646775827278514116.css
15,0.05743740795287187,0.034062073004099164,0.049581988246006126,0.09471785922047703,0.05097065047382464,0,file000015_3546_29_15220775801181312599.css
