numfiles,class,method,line,instruction,branch,exceptions,input
1,0.054491899852724596,0.031036502049580323,0.046734541842562705,0.09263525305410122,0.05155334744073359,0,file000001_25635_6893581789603130815.css
2,0.05670103092783505,0.032305289869217255,0.04845625362138896,0.09451619158425441,0.05379213052412059,0,file000002_13911_5725098072092565265.css
3,0.05670103092783505,0.032305289869217255,0.048721132356593,0.09484584060500291,0.05440549575244579,0,file000003_9248_40208906807823302.css
4,0.05743740795287187,0.032695686121413235,0.050161410479264965,0.0963932518906341,0.056368264483086454,0,file000004_15082_2346208772051884221.css
5,0.05743740795287187,0.032695686121413235,0.05065805810777253,0.09703315881326352,0.05756432667832061,0,file000005_19846_2710243275055603670.css
6,0.05743740795287187,0.032695686121413235,0.050856717159175564,0.09721931355439209,0.05787100929248321,0,file000006_6364_8870236503839883740.css
7,0.05743740795287187,0.032695686121413235,0.05113815081532986,0.0974520069808028,0.058269696690894594,0,file000007_12132_1060880374522154332.css
8,0.05743740795287187,0.032695686121413235,0.051535468918135915,0.0978514640294745,0.05912840801054988,0,file000008_12685_6087672572517419393.css
9,0.05743740795287187,0.032695686121413235,0.051535468918135915,0.0978514640294745,0.05912840801054988,0,file000009_9981_7446653374091349976.css
10,0.05743740795287187,0.032695686121413235,0.05163479844383743,0.0979833236377739,0.05931241757904744,0,file000010_17601_4891056057964237071.css
11,0.05743740795287187,0.032988483310560215,0.05242943464944955,0.09883265464417297,0.06041647499003282,0,file000011_28318_1862407613214067288.css
12,0.05817378497790869,0.03562365801288308,0.055177551527191455,0.10144657746751988,0.06277793111908486,0,file000012_16390_3589233415544006342.css
13,0.05817378497790869,0.03562365801288308,0.05521066136909196,0.1015202637192166,0.06286993590333365,0,file000013_14760_2433574921688193210.css
14,0.05817378497790869,0.03562365801288308,0.05521066136909196,0.1015202637192166,0.06286993590333365,0,file000014_6224_5445166697505795586.css
15,0.05817378497790869,0.03562365801288308,0.05526032613194272,0.10157068062827225,0.06290060416474991,0,file000015_22616_1954952202441898253.css
16,0.05817378497790869,0.03562365801288308,0.05535965565764423,0.10167539267015707,0.06302327721041494,0,file000016_5845_5340576747566591545.css
17,0.05817378497790869,0.03562365801288308,0.05535965565764423,0.10167539267015707,0.06302327721041494,0,file000017_13176_6595632765709155421.css
18,0.05964653902798233,0.03640445051727503,0.05620395662610711,0.10257126236183828,0.06369797896157267,0,file000018_30080_4639892684920800677.css
19,0.05964653902798233,0.03640445051727503,0.05684959854316696,0.10321504750824123,0.06504738246388812,0,file000019_12647_8543809955096252937.css
20,0.05964653902798233,0.03640445051727503,0.05693237314791822,0.10335078534031414,0.0652927285552182,0,file000020_16737_3363339887195609575.css
21,0.05964653902798233,0.03640445051727503,0.05703170267361973,0.103471010277293,0.06553807464654829,0,file000021_18469_3174038489939489311.css
22,0.061855670103092786,0.03738044114776498,0.05835609634963993,0.10468101609462865,0.06707148771736131,0,file000022_27846_5321851044858895072.css
23,0.061855670103092786,0.03738044114776498,0.05840576111249069,0.10471979833236378,0.06713282424019382,0,file000023_12545_6034186861995106388.css
24,0.061855670103092786,0.03738044114776498,0.0585050906381922,0.10479736280783401,0.06725549728585886,0,file000024_24942_6894684679488925177.css
25,0.061855670103092786,0.03738044114776498,0.0585050906381922,0.10479736280783401,0.06725549728585886,0,file000025_9718_6364536216985302861.css
26,0.061855670103092786,0.03738044114776498,0.05857131032199321,0.10482838859802211,0.06731683380869138,0,file000026_13264_5755110210711496254.css
