numfiles,class,method,line,instruction,branch,exceptions,input
1,0.25,0.17553191489361702,0.12362911266201396,0.1343944099378882,0.061885482938114515,0,file000001_181_28_1067271122888322417.json
2,0.3055555555555556,0.19148936170212766,0.128946493851778,0.13998447204968945,0.06419895893580103,1,file000002_178_28_15651548081679035112.json
3,0.3055555555555556,0.19148936170212766,0.128946493851778,0.13998447204968945,0.06419895893580103,2,file000003_265_29_12461691662579857319.json
4,0.3055555555555556,0.19148936170212766,0.12994350282485875,0.1406832298136646,0.0653556969346443,3,file000004_260_29_5008483535106884886.json
5,0.3055555555555556,0.19148936170212766,0.12994350282485875,0.1406832298136646,0.0653556969346443,3,file000005_97_26_956966993837030767.json
6,0.3055555555555556,0.19148936170212766,0.13326686606846128,0.14479813664596272,0.07056101792943899,4,file000006_184_27_12086320484810813156.json
7,0.3055555555555556,0.19148936170212766,0.13359920239282153,0.14495341614906831,0.07113938692886061,4,file000007_27_18_9667204221364645412.json
8,0.3055555555555556,0.19148936170212766,0.13359920239282153,0.14495341614906831,0.07113938692886061,4,file000008_85_28_13942979934396298736.json
9,0.3055555555555556,0.19148936170212766,0.13359920239282153,0.14495341614906831,0.07113938692886061,4,file000009_61_23_3224579600028908911.json
10,0.3055555555555556,0.19148936170212766,0.13393153871718178,0.14604037267080747,0.07171775592828225,5,file000010_230_29_14901085210364421409.json
11,0.3055555555555556,0.19148936170212766,0.13393153871718178,0.14604037267080747,0.07171775592828225,6,file000011_113_29_2401307271900734070.json
12,0.3055555555555556,0.19148936170212766,0.13692256563642405,0.1482919254658385,0.0746096009253904,7,file000012_232_29_10013852010609812272.json
13,0.3055555555555556,0.19148936170212766,0.13758723828514458,0.1486801242236025,0.07518796992481203,7,file000013_131_28_1760000810068066749.json
14,0.3055555555555556,0.19148936170212766,0.13758723828514458,0.1486801242236025,0.07518796992481203,7,file000014_127_28_4014584003254193649.json
15,0.3055555555555556,0.19148936170212766,0.13758723828514458,0.1486801242236025,0.07518796992481203,7,file000015_6_4_9881155833934376531.json
16,0.3055555555555556,0.19148936170212766,0.13758723828514458,0.1486801242236025,0.07518796992481203,7,file000016_120_28_17670437514932762147.json
17,0.3055555555555556,0.19148936170212766,0.13791957460950482,0.1488354037267081,0.07576633892423366,8,file000017_270_28_14014330724758962852.json
18,0.3055555555555556,0.19148936170212766,0.13858424725822532,0.14922360248447206,0.07634470792365529,9,file000018_210_29_415723856092881492.json
19,0.3055555555555556,0.19148936170212766,0.13858424725822532,0.14922360248447206,0.07634470792365529,10,file000019_254_29_7347694540184589178.json
20,0.3055555555555556,0.19148936170212766,0.13858424725822532,0.14922360248447206,0.07634470792365529,11,file000020_312_29_18057387305425180529.json
21,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,11,file000021_183_28_16928231840247983037.json
22,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,12,file000022_238_29_17012514983418586801.json
23,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,13,file000023_225_28_15148211742396721129.json
24,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,13,file000024_134_28_12521451892655820076.json
25,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,13,file000025_138_28_14354005157205527321.json
26,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,13,file000026_58_26_16113920518883785733.json
27,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,14,file000027_238_29_12867716757247283960.json
28,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,15,file000028_192_27_5744143181301174787.json
29,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,15,file000029_77_28_405410942576227030.json
30,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,15,file000030_111_28_6933995022722492253.json
31,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,15,file000031_102_26_5374805201019732262.json
32,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,16,file000032_270_29_16594230140796784675.json
33,0.3055555555555556,0.19148936170212766,0.13991359255566632,0.15069875776397515,0.07865818392134181,16,file000033_64_26_11358656337487833761.json
34,0.3055555555555556,0.19148936170212766,0.1402459288800266,0.15100931677018634,0.07923655292076345,17,file000034_205_29_882114786019092066.json
35,0.3055555555555556,0.19148936170212766,0.1402459288800266,0.15100931677018634,0.07923655292076345,18,file000035_290_29_975553387064758963.json
36,0.3055555555555556,0.19148936170212766,0.14057826520438685,0.15108695652173912,0.07981492192018508,19,file000036_269_29_11442858058673922424.json
37,0.3055555555555556,0.2127659574468085,0.15453639082751744,0.16506211180124222,0.0913823019086177,19,file000037_167_28_15235008200166263689.json
38,0.3055555555555556,0.2127659574468085,0.15453639082751744,0.16506211180124222,0.0913823019086177,20,file000038_125_27_17847609930262408637.json
39,0.3055555555555556,0.2127659574468085,0.159189099368561,0.1716614906832298,0.09543088490456912,20,file000039_176_28_16651640491606914548.json
40,0.3055555555555556,0.2127659574468085,0.159189099368561,0.1716614906832298,0.09543088490456912,20,file000040_143_28_961492911230570849.json
41,0.3055555555555556,0.2127659574468085,0.159189099368561,0.1716614906832298,0.09543088490456912,20,file000041_40_20_6031461068295719658.json
42,0.3055555555555556,0.2127659574468085,0.159189099368561,0.1716614906832298,0.09543088490456912,20,file000042_27_18_2059982522672785963.json
