numfiles,class,method,line,instruction,branch,exceptions,input
1,0.42857142857142855,0.2387312186978297,0.24192526915769474,0.23954205195948922,0.15028901734104047,0,file000001_77_28_14599006231052932786.json
2,0.42857142857142855,0.2387312186978297,0.24192526915769474,0.23954205195948922,0.15028901734104047,0,file000002_61_28_18196699015921156097.json
3,0.46218487394957986,0.27378964941569284,0.29322355921469284,0.27638338470570967,0.1907514450867052,0,file000003_54_26_14926210459747365224.json
4,0.47058823529411764,0.2888146911519199,0.32742241925269155,0.3032437986202848,0.2524084778420039,0,file000004_205_27_15092529601109373047.json
5,0.5714285714285714,0.337228714524207,0.3875870804306523,0.3601937472479084,0.2909441233140655,0,file000005_56_26_4954123955029737558.json
6,0.5714285714285714,0.337228714524207,0.3875870804306523,0.3601937472479084,0.2909441233140655,0,file000006_124_28_6877120453918282044.json
7,0.5714285714285714,0.34056761268781305,0.4059531348955035,0.37178922647879054,0.3140655105973025,0,file000007_160_28_10349439402389972685.json
8,0.5714285714285714,0.34056761268781305,0.4072197593413553,0.37237633935124026,0.3179190751445087,0,file000008_167_27_15495968994964486556.json
9,0.5714285714285714,0.34891485809682804,0.42051931602279924,0.38221047996477325,0.34296724470134876,0,file000009_223_29_4776294194661124455.json
10,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000010_287_29_47852325289071415.json
11,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000011_99_26_8869414379865095991.json
12,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000012_33_21_8550038826603780634.json
13,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000013_194_27_13352180265626824006.json
14,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000014_99_27_10673176242370556819.json
15,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000015_271_29_8354880559794073057.json
16,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000016_244_29_17732333201267398940.json
17,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000017_85_28_13931491223587957054.json
18,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000018_134_29_7925024378307206484.json
19,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000019_189_28_4181044398608357023.json
20,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000020_192_29_18380056270488528750.json
21,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000021_235_28_16829514721795035636.json
22,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000022_239_29_8928673741004996928.json
23,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000023_117_27_10503167926871328010.json
24,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000024_153_27_13959870729387206350.json
25,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000025_241_29_2620887366636178604.json
26,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000026_190_29_11849191580219076577.json
27,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000027_261_28_8804652635926695462.json
28,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000028_156_28_2161522156632930624.json
29,0.5714285714285714,0.3555926544240401,0.4300189993666878,0.390283281960957,0.3603082851637765,0,file000029_55_26_16755763411271757569.json
30,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000030_245_28_2836090587010022213.json
31,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000031_160_27_1581944656590111313.json
32,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000032_228_29_11665627913600899930.json
33,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000033_65_26_5085376462105914769.json
34,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000034_158_28_15126579874647485995.json
35,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000035_108_27_4190035877935609008.json
36,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000036_64_26_3361760416288653583.json
37,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000037_135_28_6792360223002865539.json
38,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000038_216_28_15507949432869855693.json
39,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000039_85_28_3401501651633687795.json
40,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000040_236_29_8988128834566942949.json
41,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000041_85_28_6425642356310034371.json
42,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000042_215_27_9339731310700545757.json
43,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000043_64_26_14553254543647240636.json
44,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000044_226_27_12920007537076001814.json
45,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000045_56_26_1031355932918557273.json
46,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000046_175_28_10816264044783184983.json
47,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000047_196_28_6026426149010073168.json
48,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000048_156_27_5418912076284602773.json
49,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000049_58_26_5300570968754790569.json
50,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000050_167_29_3421429655646322145.json
51,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000051_99_26_8566174009645930765.json
52,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000052_85_28_17636850868640765902.json
53,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000053_280_29_9924881974454640742.json
54,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000054_121_28_12050820198300448713.json
55,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000055_195_29_2822406161522285587.json
56,0.5714285714285714,0.3555926544240401,0.4319189360354655,0.39175106414208133,0.36608863198458574,0,file000056_159_27_15736479940682099718.json
